IdentifierObPropId,IdentifierFips,IdentifierApn,IdentifierApnOrig,IdentifierAttomId,LotDepth,LotFrontage,LotLotsize1,LotLotsize2,LotPooltype,AreaCountrysecsubd,AreaCountyuse1,AreaMuncode,AreaMunname,AreaSubdname,AreaSubdtractnum,AreaTaxcodearea,AddressCountry,AddressCountrySubd,AddressLine1,AddressLine2,AddressLocality,AddressMatchCode,AddressOneLine,AddressPostal1,LocationAccuracy,LocationElevation,LocationLatitude,LocationLongitude,LocationDistance,LocationGeoid,SummaryAbsenteeInd,SummaryPropclass,SummaryPropsubtype,SummaryProptype,SummaryYearbuilt,SummaryPropLandUse,SummaryPropIndicator,SummaryLegal1,UtilitiesHeatingtype,BuildingSizeBldgsize,BuildingSizeGrosssize,BuildingSizeGrosssizeadjusted,BuildingSizeGroundfloorsize,BuildingSizeLivingsize,BuildingSizeSsizeInd,BuildingSizeUniversalsize,BuildingRoomsBathfixtures,BuildingRoomsBaths1qtr,BuildingRoomsBaths3qtr,BuildingRoomsBathscalc,BuildingRoomsBathsfull,BuildingRoomsBathshalf,BuildingRoomsBathstotal,BuildingRoomsBeds,BuildingRoomsRoomsTotal,BuildingInteriorBsmtsize,BuildingInteriorFplccount,BuildingConstructionFoundationtype,BuildingConstructionRoofcover,BuildingConstructionWallType,BuildingParkingPrkgSize,BuildingSummaryArchStyle,BuildingSummaryBldgsNum,BuildingSummaryBldgType,BuildingSummaryImprType,BuildingSummaryLevels,BuildingSummaryMobileHomeInd,BuildingSummaryStoryDesc,BuildingSummaryUnitsCount,BuildingSummaryYearbuilteffective,VintageLastModified,VintagePubDate,AvmAmountScr,AvmAmountValue,AvmAmountHigh,AvmAmountLow,AvmAmountValueRange,AvmAVMChangeAvmlastmonthvalue,AvmAVMChangeAvmamountchange,AvmAVMChangeAvmpercentchange,AvmCalculationsPerSizeUnit,AvmCalculationsRatioTaxAmt,AvmCalculationsRatioTaxValue,AvmCalculationsMonthlyChgPct,AvmCalculationsMonthlyChgValue,AvmCalculationsRangePctOfValue,AvmConditionAvmpoorlow,AvmConditionAvmpoorhigh,AavmConditionAvmpoorscore,AvmConditionAvmgoodlow,AvmConditionAvmgoodhigh,AvmConditionAvmgoodscore,AvmConditionAvmexcellentlow,AvmConditionAvmexcellenthigh,AvmConditionAvmexcellentscore,SaleAmountSaleamt,SaleAmountSaledisclosuretype,SaleCalculationPriceperbed,SaleCalculationPricepersizeunit,AssessmentAppraisedApprimprvalue,AssessmentAppraisedApprlandvalue,AssessmentAppraisedApprttlvalue,AssessmentAssessedAssdimprpersizeunit,AssessmentAssessedAssdimprvalue,AssessmentAssessedAssdlandpersizeunit,AssessmentAssessedAssdlandvalue,AssessmentAssessedAssdttlpersizeunit,AssessmentAssessedAssdttlvalue,AssessmentCalculationsCalcimprind,AssessmentCalculationsCalcimprpersizeunit,AssessmentCalculationsCalcimprvalue,AssessmentCalculationsCalclandind,AssessmentCalculationsCalclandpersizeunit,AssessmentCalculationsCalclandvalue,AssessmentCalculationsCalcttlind,AssessmentCalculationsCalcttlvalue,AssessmentCalculationsCalcvaluepersizeunit,AssessmentMarketMktimprvalue,AssessmentMarketMktlandvalue,AssessmentMarketMktttlvalue,AssessmentTaxTaxamt,AssessmentTaxTaxpersizeunit,AssessmentTaxTaxyear
17489261517031,17031,25242100010000,25242100010000,174892615,0,0,0.0636,2770,NONE,Cook County,1-00,CO,COOK,,0,70030,US,IL,11701 S PAXTON AVE,"CHICAGO,IL 60466",Chicago,ExaZip,"11701 S PAXTON AVE, CHICAGO,IL 60466",60466,Zip5,0.0,41.482000,-87.682600,0.0,"CO17031, CS1763498, DB1730810, DB1733420, MT30001048, ND0001636989, PL1757732, SB0000085759, SB0000132103, SB0000132104, SB0000132105, SB0000132106, ZI60466",OWNER OCCUPIED,Vacant,RESIDENTIAL,VACANT LAND (NEC),0,VACANT LAND (NEC),80,,,0,0,0,0,0,BUILDING SQFT ,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,,,0,,0,TYPE UNKNOWN,RESIDENTIAL,0, ,TYPE UNKNOWN,0,0,2018-1-24,2018-2-4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,0,0,0,0,0.0,0,0.22,618,0.0,618,MARKET VALUE,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0,0.0,0,0,0,133.0,0.0,2017
22737866817031,17031,17082320270000,17082320270000,227378668,0,0,0.1039,4527,NONE,Cook County,,CO,COOK,,0,0,US,IL,N SANGAMON ST,"CHICAGO,IL 60411",Chicago,ExaZip,"N SANGAMON ST, CHICAGO,IL 60411",60411,Zip5,0.0,41.507400,-87.613600,0.0,"CO17031, CS1706561, DB1706420, DB1710950, MT30001048, ND0004682444, PL1714026, SB0000084685, SB0000084686, SB0000135253, ZI60411",OWNER OCCUPIED,Exempt,RESIDENTIAL,PUBLIC (NEC),0,PUBLIC (NEC),90,,,0,0,0,0,0,BUILDING SQFT ,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,,,0,,0,TYPE UNKNOWN,RESIDENTIAL,0, ,TYPE UNKNOWN,0,0,2018-1-24,2018-2-4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0,0.0,0,0,0,0.0,0.0,0
22737866817031,17031,17082320270000,17082320270000,227378668,0,0,0.1039,4527,NONE,Cook County,,CO,COOK,,0,0,US,IL,N SANGAMON ST,"CHICAGO,IL 60411",Chicago,ExaZip,"N SANGAMON ST, CHICAGO,IL 60411",60411,Zip5,0.0,41.507400,-87.613600,0.0,"CO17031, CS1706561, DB1706420, DB1710950, MT30001048, ND0004682444, PL1714026, SB0000084685, SB0000084686, SB0000135253, ZI60411",OWNER OCCUPIED,Exempt,RESIDENTIAL,PUBLIC (NEC),0,PUBLIC (NEC),90,,,0,0,0,0,0,BUILDING SQFT ,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,,,0,,0,TYPE UNKNOWN,RESIDENTIAL,0, ,TYPE UNKNOWN,0,0,2018-1-24,2018-2-4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0,0.0,0,0,0,0.0,0.0,0
17630227717031,17031,17171210360000,17171210360000,176302277,0,0,0.3646,15880,NONE,Cook County,,CO,COOK,,0,0,US,IL,1205 CONGRESS ST,"CHICAGO,IL 60411",Chicago,ExaZip,"1205 CONGRESS ST, CHICAGO,IL 60411",60411,Zip5,0.0,41.507400,-87.613600,0.0,"CO17031, CS1706561, CS1714000, DB1706420, DB1710950, MT30001048, ND0004682444, PL1714000, PL1714026, SB0000084165, SB0000084260, SB0000084263, SB0000084685, SB0000084686, SB0000135253, ZI60411, ZI60607",OWNER OCCUPIED,Exempt,RESIDENTIAL,PUBLIC (NEC),0,PUBLIC (NEC),90,,,0,0,0,0,0,BUILDING SQFT ,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,,,0,,0,TYPE UNKNOWN,RESIDENTIAL,0, ,TYPE UNKNOWN,0,0,2018-1-24,2018-2-4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0,0.0,0,0,0,0.0,0.0,0
17630227117031,17031,17171200440000,17171200440000,176302271,0,0,0.7057,30739,NONE,Cook County,,CO,COOK,,0,0,US,IL,1335 CONGRESS ST,"CHICAGO,IL 60411",Chicago,ExaZip,"1335 CONGRESS ST, CHICAGO,IL 60411",60411,Zip5,0.0,41.507400,-87.613600,0.0,"CO17031, CS1706561, CS1714000, DB1706420, DB1710950, MT30001048, ND0004682444, PL1714000, PL1714026, SB0000084165, SB0000084260, SB0000084263, SB0000084685, SB0000084686, SB0000135253, ZI60411, ZI60607",OWNER OCCUPIED,Exempt,RESIDENTIAL,PUBLIC (NEC),0,PUBLIC (NEC),90,,,0,0,0,0,0,BUILDING SQFT ,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,,,0,,0,TYPE UNKNOWN,RESIDENTIAL,0, ,TYPE UNKNOWN,0,0,2018-1-24,2018-2-4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0,0.0,0,0,0,0.0,0.0,0
17514730117031,17031,20253010150000,20253010150000,175147301,0,0,0.0765,3333,NONE,Cook County,,CO,COOK,WELLS & STUARTS SUB/BLS 07 & 0,0,0,US,IL,7509 E END,"CHICAGO HTS, IL 60411",Chicago,ExaZip,"7509 E END, CHICAGO HTS, IL 60411",60411,Zip5,0.0,41.509170,-87.590430,0.0,"CO17031, CS1706561, DB1706420, DB1710950, MT30001048, ND0001636986, PL1726710, SB0000084685, SB0000084686, SB0000135254, ZI60411",OWNER OCCUPIED,Exempt,RESIDENTIAL,PUBLIC (NEC),0,PUBLIC (NEC),90,,,0,0,0,0,0,BUILDING SQFT ,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,,,0,,0,TYPE UNKNOWN,RESIDENTIAL,0, ,TYPE UNKNOWN,0,0,2018-1-24,2018-2-4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0,0.0,0,0,0,0.0,0.0,0
24556819517031,17031,17171250410000,17171250410000,245568195,0,0,3.9593,172466,NONE,Cook County,,CO,COOK,,0,0,US,IL,W CONGRESS ST,"CHICAGO,IL 60411",Chicago,ExaZip,"W CONGRESS ST, CHICAGO,IL 60411",60411,Zip5,0.0,41.507400,-87.613600,0.0,"CO17031, CS1706561, CS1714000, DB1706420, DB1710950, MT30001048, ND0004682444, PL1714000, PL1714026, SB0000084165, SB0000084260, SB0000084263, SB0000084685, SB0000084686, SB0000135253, ZI60411, ZI60607",OWNER OCCUPIED,Exempt,RESIDENTIAL,PUBLIC (NEC),0,PUBLIC (NEC),90,,,0,0,0,0,0,BUILDING SQFT ,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,,,0,,0,TYPE UNKNOWN,RESIDENTIAL,0, ,TYPE UNKNOWN,0,0,2018-1-24,2018-2-4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0,0.0,0,0,0,0.0,0.0,0
24506528917031,17031,17215060130000,17215060130000,245065289,0,0,0.0417,1815,NONE,Cook County,0-RR,CO,COOK,,0,0,US,IL,W 15TH PL,"CHICAGO,IL 60411",Chicago,ExaZip,"W 15TH PL, CHICAGO,IL 60411",60411,Zip5,0.0,41.507400,-87.613600,0.0,"CO17031, CS1706561, DB1706420, DB1710950, MT30001048, ND0004682444, PL1714026, PL1726710, SB0000084685, SB0000084686, SB0000135253, SB0000135254, ZI60411",OWNER OCCUPIED,Transport,RESIDENTIAL,TRANSPORT FACILITY,0,TRANSPORT FACILITY,53,,,0,0,0,0,0,BUILDING SQFT ,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,,,0,,0,TYPE UNKNOWN,RESIDENTIAL,0, ,TYPE UNKNOWN,0,0,2018-1-24,2018-2-4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0,0.0,0,0,0,0.0,0.0,0
24506528117031,17031,17215030020000,17215030020000,245065281,0,0,11.4205,497476,NONE,Cook County,0-RR,CO,COOK,,0,0,US,IL,W 14TH ST,"CHICAGO,IL 60411",Chicago,ExaZip,"W 14TH ST, CHICAGO,IL 60411",60411,Zip5,0.0,41.507400,-87.613600,0.0,"CO17031, CS1706561, CS1714000, DB1706420, DB1710950, MT30001048, ND0004682444, PL1714000, PL1714026, PL1726710, SB0000084239, SB0000084260, SB0000084273, SB0000084685, SB0000084686, SB0000135254, ZI60411, ZI60605",OWNER OCCUPIED,Transport,RESIDENTIAL,TRANSPORT FACILITY,0,TRANSPORT FACILITY,53,,,0,0,0,0,0,BUILDING SQFT ,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,,,0,,0,TYPE UNKNOWN,RESIDENTIAL,4, ,TYPE UNKNOWN,0,0,2018-1-24,2018-2-4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0,0.0,0,0,0,0.0,0.0,0
24506528117031,17031,17215030020000,17215030020000,245065281,0,0,11.4205,497476,NONE,Cook County,0-RR,CO,COOK,,0,0,US,IL,W 14TH ST,"CHICAGO,IL 60411",Chicago,ExaZip,"W 14TH ST, CHICAGO,IL 60411",60411,Zip5,0.0,41.507400,-87.613600,0.0,"CO17031, CS1706561, CS1714000, DB1706420, DB1710950, MT30001048, ND0004682444, PL1714000, PL1714026, PL1726710, SB0000084239, SB0000084260, SB0000084273, SB0000084685, SB0000084686, SB0000135254, ZI60411, ZI60605",OWNER OCCUPIED,Transport,RESIDENTIAL,TRANSPORT FACILITY,0,TRANSPORT FACILITY,53,,,0,0,0,0,0,BUILDING SQFT ,0,0,0,0,0.0,0,0,0.0,0,0,0,0,,,,0,,0,TYPE UNKNOWN,RESIDENTIAL,4, ,TYPE UNKNOWN,0,0,2018-1-24,2018-2-4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0.0,0,MARKET VALUE,0,0.0,0,0,0,0.0,0.0,0
